Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,6,Mohawk Valley Region, 19-4093,Forest and Conservation Technicians,n/a,$36030,$29620,$28010,$40040
10,6,Mohawk Valley Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",70,$43680,$41500,$31250,$49890
10,6,Mohawk Valley Region, 21-0000,Community and Social Services Occupations,4500,$47050,$43940,$28930,$56110
10,6,Mohawk Valley Region, 21-1011,Substance Abuse and Behavioral Disorder Counselors,180,$41700,$40370,$28650,$48230
10,6,Mohawk Valley Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",670,$53030,$50850,$34990,$62050
10,6,Mohawk Valley Region, 21-1014,Mental Health Counselors,250,$38290,$33440,$24330,$45270
10,6,Mohawk Valley Region, 21-1015,Rehabilitation Counselors,450,$37080,$32140,$25590,$42820
10,6,Mohawk Valley Region, 21-1021,"Child, Family, and School Social Workers",470,$50980,$46920,$35870,$58540
10,6,Mohawk Valley Region, 21-1022,Healthcare Social Workers,270,$51150,$51700,$37050,$58200
10,6,Mohawk Valley Region, 21-1023,Mental Health and Substance Abuse Social Workers,350,$64600,$64840,$43200,$75300
10,6,Mohawk Valley Region, 21-1029,"Social Workers, All Other",210,$58400,$56380,$41670,$66770
10,6,Mohawk Valley Region, 21-1091,Health Educators,120,$41520,$37160,$27480,$48540
10,6,Mohawk Valley Region, 21-1092,Probation Officers and Correctional Treatment Specialists,210,$66180,$67220,$50800,$73870
10,6,Mohawk Valley Region, 21-1093,Social and Human Service Assistants,830,$36400,$34670,$23910,$42650
10,6,Mohawk Valley Region, 21-1094,Community Health Workers,80,$35930,$34140,$27620,$40080
10,6,Mohawk Valley Region, 21-1099,"Community and Social Service Specialists, All Other",180,$50240,$50680,$36500,$57110
10,6,Mohawk Valley Region, 21-2011,Clergy,150,$41510,$36240,$26440,$49050
10,6,Mohawk Valley Region, 21-2021,"Directors, Religious Activities and Education",50,$32940,$29200,$20220,$39300
10,6,Mohawk Valley Region, 21-2099,"Religious Workers, All Other",n/a,$28390,$22620,$20180,$32740
10,6,Mohawk Valley Region, 23-0000,Legal Occupations,780,$119180,$103070,$54400,$151560
10,6,Mohawk Valley Region, 23-1011,Lawyers,460,$128520,$100540,$62130,$161710
10,6,Mohawk Valley Region, 23-1023,"Judges, Magistrate Judges, and Magistrates",170,$152320,$153050,$141530,$157720
10,6,Mohawk Valley Region, 23-2011,Paralegals and Legal Assistants,100,$51810,$56230,$35030,$60190
10,6,Mohawk Valley Region, 23-2093,"Title Examiners, Abstractors, and Searchers",n/a,$45070,$53320,$22720,$56240
10,6,Mohawk Valley Region, 25-0000,"Education, Training, and Library Occupations",16800,$51880,$48720,$24800,$65420
10,6,Mohawk Valley Region, 25-1011,"Business Teachers, Postsecondary",150,$77260,$63760,$37270,$97260
10,6,Mohawk Valley Region, 25-1021,"Computer Science Teachers, Postsecondary",120,$81100,$72460,$55060,$94120
10,6,Mohawk Valley Region, 25-1022,"Mathematical Science Teachers, Postsecondary",130,$82570,$65760,$47930,$99890
10,6,Mohawk Valley Region, 25-1032,"Engineering Teachers, Postsecondary",n/a,$71180,$61130,$47370,$83090
10,6,Mohawk Valley Region, 25-1042,"Biological Science Teachers, Postsecondary",160,$75130,$65050,$51690,$86850
10,6,Mohawk Valley Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",n/a,$73220,$63320,$52100,$83780
10,6,Mohawk Valley Region, 25-1052,"Chemistry Teachers, Postsecondary",70,$83710,$65370,$49440,$100850
10,6,Mohawk Valley Region, 25-1054,"Physics Teachers, Postsecondary",n/a,$86890,$77290,$65250,$97720
10,6,Mohawk Valley Region, 25-1061,"Anthropology and Archeology Teachers, Postsecondary",n/a,$101810,$83700,$61520,$121960
10,6,Mohawk Valley Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",50,$83730,$79830,$56200,$97500
10,6,Mohawk Valley Region, 25-1063,"Economics Teachers, Postsecondary",50,$90500,$78600,$50890,$110300
10,6,Mohawk Valley Region, 25-1065,"Political Science Teachers, Postsecondary",n/a,$80260,$73460,$55040,$92880
10,6,Mohawk Valley Region, 25-1066,"Psychology Teachers, Postsecondary",140,$67330,$62400,$48790,$76600
10,6,Mohawk Valley Region, 25-1067,"Sociology Teachers, Postsecondary",50,$80250,$69510,$50500,$95120
10,6,Mohawk Valley Region, 25-1071,"Health Specialties Teachers, Postsecondary",190,$76320,$68320,$45260,$91850
10,6,Mohawk Valley Region, 25-1072,"Nursing Instructors and Teachers, Postsecondary",240,$86620,$71230,$45390,$107240
10,6,Mohawk Valley Region, 25-1081,"Education Teachers, Postsecondary",160,$66080,$59580,$45740,$76260
10,6,Mohawk Valley Region, 25-1121,"Art, Drama, and Music Teachers, Postsecondary",240,$84520,$72650,$45230,$104160
10,6,Mohawk Valley Region, 25-1122,"Communications Teachers, Postsecondary",50,$78980,$71210,$50600,$93170
10,6,Mohawk Valley Region, 25-1123,"English Language and Literature Teachers, Postsecondary",160,$91090,$77690,$49590,$111840
10,6,Mohawk Valley Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",120,$87940,$67180,$48580,$107620
10,6,Mohawk Valley Region, 25-1125,"History Teachers, Postsecondary",60,$82020,$71810,$48360,$98850
10,6,Mohawk Valley Region, 25-1126,"Philosophy and Religion Teachers, Postsecondary",50,$86880,$75820,$52600,$104020
10,6,Mohawk Valley Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",120,$58590,$50130,$36800,$69480
10,6,Mohawk Valley Region, 25-1194,"Vocational Education Teachers, Postsecondary",180,$59960,$54540,$43450,$68220
10,6,Mohawk Valley Region, 25-1199,"Postsecondary Teachers, All Other",n/a,$59870,$46230,$31580,$74010
10,6,Mohawk Valley Region, 25-2011,"Preschool Teachers, Except Special Education",520,$31750,$27570,$21710,$36770
10,6,Mohawk Valley Region, 25-2012,"Kindergarten Teachers, Except Special Education",210,$63020,$59860,$47520,$70770
10,6,Mohawk Valley Region, 25-2021,"Elementary School Teachers, Except Special Education",1940,$60710,$58240,$43700,$69210
10,6,Mohawk Valley Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1180,$66480,$63060,$48830,$75310
10,6,Mohawk Valley Region, 25-2023,"Career/Technical  Education Teachers, Middle School",70,$67610,$66540,$51470,$75670
10,6,Mohawk Valley Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1960,$61610,$60910,$44660,$70080
10,6,Mohawk Valley Region, 25-2032,"Career/Technical Education Teachers, Secondary School",220,$60910,$60280,$42640,$70050
10,6,Mohawk Valley Region, 25-2051,"Special Education Teachers, Preschool",100,$44230,$42280,$24510,$54090
10,6,Mohawk Valley Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",490,$60700,$60010,$44530,$68780
10,6,Mohawk Valley Region, 25-2053,"Special Education Teachers, Middle School",270,$66840,$63190,$48100,$76210
10,6,Mohawk Valley Region, 25-2054,"Special Education Teachers, Secondary School",420,$62480,$61440,$47400,$70020
10,6,Mohawk Valley Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,140,$44660,$43600,$33560,$50210
10,6,Mohawk Valley Region, 25-3021,Self-Enrichment Education Teachers,650,$41150,$37000,$24900,$49280
10,6,Mohawk Valley Region, 25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",270,$49550,$44740,$24270,$62190
10,6,Mohawk Valley Region, 25-3098,Substitute teachers,1480,$28500,$26260,$22080,$31700
10,6,Mohawk Valley Region, 25-4011,Archivists,n/a,$53410,$48860,$39500,$60360
10,6,Mohawk Valley Region, 25-4012,Curators,n/a,$57710,$51310,$38500,$67320
10,6,Mohawk Valley Region, 25-4021,Librarians,270,$52160,$51940,$29980,$63250
10,6,Mohawk Valley Region, 25-4031,Library Technicians,170,$28010,$24060,$20180,$32230
10,6,Mohawk Valley Region, 25-9031,Instructional Coordinators,190,$52360,$51940,$32790,$62150
10,6,Mohawk Valley Region, 25-9041,Teacher Assistants,3180,$24160,$21970,$20180,$26510
10,6,Mohawk Valley Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1670,$49080,$39070,$25540,$60850
10,6,Mohawk Valley Region, 27-1011,Art Directors,n/a,$107480,$96380,$50630,$135910
10,6,Mohawk Valley Region, 27-1021,Commercial and Industrial Designers,n/a,$71320,$64940,$45030,$84460
10,6,Mohawk Valley Region, 27-1022,Fashion Designers,n/a,$57540,$58470,$39780,$66420
10,6,Mohawk Valley Region, 27-1024,Graphic Designers,190,$39430,$36170,$26930,$45680
10,6,Mohawk Valley Region, 27-1026,Merchandise Displayers and Window Trimmers,50,$30160,$28820,$20980,$34750
10,6,Mohawk Valley Region, 27-2012,Producers and Directors,n/a,$87860,$61240,$32870,$115360
10,6,Mohawk Valley Region, 27-2022,Coaches and Scouts,340,$44330,$37550,$26380,$53300
10,6,Mohawk Valley Region, 27-2041,Music Directors and Composers,120,$57930,$57880,$36850,$68460
10,6,Mohawk Valley Region, 27-3022,Reporters and Correspondents,n/a,$39440,$34880,$25250,$46540
10,6,Mohawk Valley Region, 27-3031,Public Relations Specialists,160,$49640,$41560,$29100,$59910
10,6,Mohawk Valley Region, 27-3041,Editors,120,$59580,$47680,$32700,$73020
10,6,Mohawk Valley Region, 27-3042,Technical Writers,n/a,$51840,$46740,$39470,$58020
10,6,Mohawk Valley Region, 27-3043,Writers and Authors,n/a,$49530,$39010,$20180,$64570
10,6,Mohawk Valley Region, 27-3091,Interpreters and Translators,90,$36620,$35810,$33610,$38120
10,6,Mohawk Valley Region, 27-4011,Audio and Video Equipment Technicians,n/a,$44740,$39860,$28270,$52970
10,6,Mohawk Valley Region, 27-4021,Photographers,n/a,$55590,$40780,$20180,$73650
10,6,Mohawk Valley Region, 29-0000,Healthcare Practitioners and Technical Occupations,13740,$74280,$59980,$36170,$93340
10,6,Mohawk Valley Region, 29-1021,"Dentists, General",120,$168350,$131530,$116410,$194320
10,6,Mohawk Valley Region, 29-1031,Dietitians and Nutritionists,150,$62390,$60990,$45320,$70930
10,6,Mohawk Valley Region, 29-1041,Optometrists,n/a,$102090,$91900,$56470,$124900
10,6,Mohawk Valley Region, 29-1051,Pharmacists,630,$136870,$131860,$99010,$155810
10,6,Mohawk Valley Region, 29-1061,Anesthesiologists,n/a,$278440,,,
10,6,Mohawk Valley Region, 29-1062,Family and General Practitioners,100,$188260,$168610,$135510,$214640
10,6,Mohawk Valley Region, 29-1065,"Pediatricians, General",n/a,$215170,$199380,$167670,$238910
10,6,Mohawk Valley Region, 29-1066,Psychiatrists,n/a,$175610,$176660,$109060,$208890
10,6,Mohawk Valley Region, 29-1069,"Physicians and Surgeons, All Other",710,$240420,,$128970,$296150
10,6,Mohawk Valley Region, 29-1071,Physician Assistants,220,$105280,$102760,$88010,$113910
10,6,Mohawk Valley Region, 29-1122,Occupational Therapists,250,$73180,$70220,$48870,$85330
10,6,Mohawk Valley Region, 29-1123,Physical Therapists,340,$76740,$72370,$54260,$87970
10,6,Mohawk Valley Region, 29-1124,Radiation Therapists,n/a,$90090,$80630,$56220,$107030
10,6,Mohawk Valley Region, 29-1125,Recreational Therapists,70,$51460,$48480,$37090,$58640
10,6,Mohawk Valley Region, 29-1126,Respiratory Therapists,150,$63580,$64440,$49260,$70740
10,6,Mohawk Valley Region, 29-1127,Speech-Language Pathologists,230,$68150,$64170,$49970,$77230
10,6,Mohawk Valley Region, 29-1131,Veterinarians,n/a,$127090,$120330,$88230,$146530
10,6,Mohawk Valley Region, 29-1141,Registered Nurses,4730,$63020,$62650,$50850,$69110
10,6,Mohawk Valley Region, 29-1171,Nurse Practitioners,350,$98950,$95540,$74660,$111090
10,6,Mohawk Valley Region, 29-1181,Audiologists,n/a,$82010,$75820,$69050,$88490
10,6,Mohawk Valley Region, 29-2011,Medical and Clinical Laboratory Technologists,220,$62910,$63720,$51090,$68810
10,6,Mohawk Valley Region, 29-2012,Medical and Clinical Laboratory Technicians,140,$40550,$37950,$26080,$47780
10,6,Mohawk Valley Region, 29-2021,Dental Hygienists,220,$69240,$70760,$58820,$74450
10,6,Mohawk Valley Region, 29-2031,Cardiovascular Technologists and Technicians,70,$49390,$40060,$27650,$60260
10,6,Mohawk Valley Region, 29-2032,Diagnostic Medical Sonographers,160,$71840,$71700,$54410,$80560
10,6,Mohawk Valley Region, 29-2033,Nuclear Medicine Technologists,50,$77650,$76810,$59580,$86690
10,6,Mohawk Valley Region, 29-2034,Radiologic Technologists and Technicians,340,$61380,$59960,$46280,$68930
10,6,Mohawk Valley Region, 29-2035,Magnetic Resonance Imaging Technologists,n/a,$59100,$60210,$40820,$68240
10,6,Mohawk Valley Region, 29-2041,Emergency Medical Technicians and Paramedics,510,$30900,$29870,$21180,$35760
10,6,Mohawk Valley Region, 29-2051,Dietetic Technicians,n/a,$39590,$40530,$29640,$44560
10,6,Mohawk Valley Region, 29-2052,Pharmacy Technicians,520,$29230,$25600,$22110,$32790
10,6,Mohawk Valley Region, 29-2055,Surgical Technologists,130,$44120,$42190,$32010,$50180
10,6,Mohawk Valley Region, 29-2056,Veterinary Technologists and Technicians,60,$31740,$31810,$26780,$34220
10,6,Mohawk Valley Region, 29-2061,Licensed Practical and Licensed Vocational Nurses,2090,$38670,$37980,$33990,$41020
10,6,Mohawk Valley Region, 29-2071,Medical Records and Health Information Technicians,310,$37780,$35680,$27770,$42790
10,6,Mohawk Valley Region, 29-2081,"Opticians, Dispensing",100,$43390,$38780,$32570,$48790
10,6,Mohawk Valley Region, 29-2091,Orthotists and Prosthetists,n/a,$74330,$73850,$64560,$79220
10,6,Mohawk Valley Region, 29-2099,"Health Technologists and Technicians, All Other",50,$50450,$45310,$33010,$59180
10,6,Mohawk Valley Region, 29-9011,Occupational Health and Safety Specialists,80,$70470,$69760,$55210,$78090
10,6,Mohawk Valley Region, 29-9012,Occupational Health and Safety Technicians,n/a,$44330,$43840,$33750,$49610
10,6,Mohawk Valley Region, 29-9091,Athletic Trainers,50,$48940,$47760,$33950,$56430
10,6,Mohawk Valley Region, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",n/a,$58990,$53850,$32990,$72000
10,6,Mohawk Valley Region, 31-0000,Healthcare Support Occupations,7410,$30590,$27930,$22410,$34670
10,6,Mohawk Valley Region, 31-1011,Home Health Aides,2140,$26760,$24720,$22280,$29010
10,6,Mohawk Valley Region, 31-1013,Psychiatric Aides,390,$49360,$48730,$41540,$53270
10,6,Mohawk Valley Region, 31-1014,Nursing Assistants,3130,$27770,$26930,$22480,$30410
10,6,Mohawk Valley Region, 31-1015,Orderlies,60,$30520,$28340,$20550,$35510
10,6,Mohawk Valley Region, 31-2011,Occupational Therapy Assistants,70,$45450,$43610,$36070,$50140
10,6,Mohawk Valley Region, 31-2021,Physical Therapist Assistants,180,$45160,$42840,$32860,$51300
10,6,Mohawk Valley Region, 31-2022,Physical Therapist Aides,n/a,$27340,$28120,$22780,$29620
10,6,Mohawk Valley Region, 31-9011,Massage Therapists,110,$48320,$48560,$30200,$57380
10,6,Mohawk Valley Region, 31-9091,Dental Assistants,280,$35180,$35460,$28090,$38730
10,6,Mohawk Valley Region, 31-9092,Medical Assistants,330,$32910,$31480,$26360,$36180
10,6,Mohawk Valley Region, 31-9093,Medical Equipment Preparers,100,$31060,$29100,$22550,$35310
10,6,Mohawk Valley Region, 31-9094,Medical Transcriptionists,100,$36410,$35490,$26070,$41570
10,6,Mohawk Valley Region, 31-9095,Pharmacy Aides,n/a,$27670,$25850,$20520,$31250
10,6,Mohawk Valley Region, 31-9097,Phlebotomists,120,$31710,$30760,$27470,$33830
10,6,Mohawk Valley Region, 31-9099,"Healthcare Support Workers, All Other",160,$31860,$29710,$20180,$37960
10,6,Mohawk Valley Region, 33-0000,Protective Service Occupations,5510,$53220,$52760,$26680,$66490
10,6,Mohawk Valley Region, 33-1011,First-Line Supervisors of Correctional Officers,210,$79290,$84270,$58160,$89860
10,6,Mohawk Valley Region, 33-1012,First-Line Supervisors of Police and Detectives,200,$85450,$78710,$62170,$97090
10,6,Mohawk Valley Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,80,$75720,$74400,$61530,$82810
10,6,Mohawk Valley Region, 33-2011,Firefighters,240,$55200,$55430,$44990,$60310
10,6,Mohawk Valley Region, 33-3011,Bailiffs,100,$46980,$38880,$25620,$57660
10,6,Mohawk Valley Region, 33-3012,Correctional Officers and Jailers,1740,$62930,$67170,$45940,$71420
10,6,Mohawk Valley Region, 33-3021,Detectives and Criminal Investigators,140,$77080,$79220,$51350,$89940
10,6,Mohawk Valley Region, 33-3051,Police and Sheriff's Patrol Officers,900,$60240,$58130,$37860,$71430
10,6,Mohawk Valley Region, 33-9011,Animal Control Workers,50,$32690,$32260,$26700,$35680
10,6,Mohawk Valley Region, 33-9032,Security Guards,910,$33190,$28780,$20560,$39510
10,6,Mohawk Valley Region, 33-9091,Crossing Guards,60,$20640,$20180,$20180,$21160
10,6,Mohawk Valley Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",70,$23640,$22640,$20300,$25320
10,6,Mohawk Valley Region, 33-9099,"Protective Service Workers, All Other",660,$25880,$23350,$20180,$28890
10,6,Mohawk Valley Region, 35-0000,Food Preparation and Serving Related Occupations,15920,$25120,$20970,$20180,$27740
10,6,Mohawk Valley Region, 35-1011,Chefs and Head Cooks,300,$37260,$29460,$22120,$44830
10,6,Mohawk Valley Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1100,$33650,$29190,$22120,$39410
10,6,Mohawk Valley Region, 35-2011,"Cooks, Fast Food",n/a,$23110,$20410,$20180,$24730
10,6,Mohawk Valley Region, 35-2012,"Cooks, Institution and Cafeteria",640,$28730,$26980,$21470,$32360
10,6,Mohawk Valley Region, 35-2014,"Cooks, Restaurant",1160,$29210,$26810,$21870,$32890
10,6,Mohawk Valley Region, 35-2015,"Cooks, Short Order",330,$22400,$20410,$20180,$23650
10,6,Mohawk Valley Region, 35-2021,Food Preparation Workers,1110,$22440,$20720,$20180,$23690
10,6,Mohawk Valley Region, 35-3011,Bartenders,1150,$26580,$20790,$20180,$29960
10,6,Mohawk Valley Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",4020,$21740,$20210,$20180,$22680
10,6,Mohawk Valley Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",660,$21480,$20290,$20180,$22250
