Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
"Ames, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",350,Annual wage or salary,$68885.00,$41718.00,$82469.00,$39397.00,$47522.00,$64127.00,$86168.00,$110372.00
"Ames, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",350,Hourly wage,$33.12,$20.06,$39.65,$18.94,$22.85,$30.83,$41.43,$53.06
Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",15830,Annual wage or salary,$65240.00,$34431.00,$80645.00,$29972.00,$40926.00,$56074.00,$77129.00,$111692.00
Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",15830,Hourly wage,$31.37,$16.55,$38.77,$14.41,$19.68,$26.96,$37.08,$53.70
Southwest Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",830,Annual wage or salary,$62121.00,$32188.00,$77087.00,$26764.00,$40040.00,$57474.00,$74242.00,$98920.00
Southwest Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",830,Hourly wage,$29.87,$15.48,$37.06,$12.87,$19.25,$27.63,$35.69,$47.56
Southeast Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2020,Annual wage or salary,$60971.00,$32201.00,$75355.00,$29440.00,$37454.00,$51016.00,$73418.00,$108807.00
Southeast Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2020,Hourly wage,$29.31,$15.48,$36.23,$14.15,$18.01,$24.53,$35.30,$52.31
Northwest Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1520,Annual wage or salary,$59314.00,$29764.00,$74089.00,$25166.00,$35911.00,$49940.00,$66596.00,$93308.00
Northwest Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1520,Hourly wage,$28.52,$14.31,$35.62,$12.10,$17.27,$24.01,$32.02,$44.86
Northeast Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1160,Annual wage or salary,$61629.00,$35788.00,$74549.00,$31425.00,$41750.00,$53903.00,$71733.00,$103692.00
Northeast Iowa,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1160,Hourly wage,$29.63,$17.21,$35.84,$15.11,$20.07,$25.91,$34.49,$49.85
"Sioux City, IA-NE-SD Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",590,Annual wage or salary,$63093.00,$34769.00,$77255.00,$31983.00,$39380.00,$50357.00,$77652.00,$110540.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",590,Hourly wage,$30.33,$16.72,$37.14,$15.38,$18.93,$24.21,$37.33,$53.14
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",810,Annual wage or salary,$63297.00,$32584.00,$78653.00,$26386.00,$39666.00,$53609.00,$72348.00,$110993.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",810,Hourly wage,$30.43,$15.67,$37.81,$12.69,$19.07,$25.77,$34.78,$53.36
"Des Moines, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4370,Annual wage or salary,$72376.00,$37246.00,$89940.00,$32802.00,$44634.00,$59406.00,$83298.00,$134783.00
"Des Moines, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4370,Hourly wage,$34.80,$17.91,$43.24,$15.77,$21.46,$28.56,$40.05,$64.80
"Dubuque, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",670,Annual wage or salary,$48801.00,$28916.00,$58744.00,$25618.00,$34239.00,$46208.00,$58738.00,$76176.00
"Dubuque, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",670,Hourly wage,$23.46,$13.90,$28.24,$12.32,$16.46,$22.22,$28.24,$36.62
"Iowa City, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",460,Annual wage or salary,$62162.00,$37755.00,$74366.00,$30663.00,$45870.00,$60134.00,$74410.00,$83716.00
"Iowa City, IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",460,Hourly wage,$29.89,$18.15,$35.75,$14.74,$22.05,$28.91,$35.77,$40.25
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",360,Annual wage or salary,$60752.00,$27541.00,$77358.00,$22514.00,$33697.00,$58901.00,$79993.00,$108767.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",360,Hourly wage,$29.21,$13.24,$37.19,$10.82,$16.20,$28.32,$38.46,$52.29
IWD Region 07 (Waterloo Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",960,Annual wage or salary,$61745.00,$31679.00,$76779.00,$26950.00,$38011.00,$52632.00,$69606.00,$109036.00
IWD Region 07 (Waterloo Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",960,Hourly wage,$29.69,$15.23,$36.91,$12.96,$18.27,$25.30,$33.46,$52.42
IWD Region 09 (Davenport Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1540,Annual wage or salary,$70262.00,$36070.00,$87359.00,$32984.00,$42191.00,$59911.00,$80152.00,$119941.00
IWD Region 09 (Davenport Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1540,Hourly wage,$33.78,$17.34,$42.00,$15.86,$20.28,$28.80,$38.53,$57.66
IWD Region 08 (Carroll Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",390,Annual wage or salary,$58601.00,$25136.00,$75333.00,$18938.00,$30512.00,$57322.00,$74015.00,$90396.00
IWD Region 08 (Carroll Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",390,Hourly wage,$28.17,$12.08,$36.22,$9.10,$14.67,$27.56,$35.58,$43.46
IWD Region 3/4 (Spencer Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",830,Annual wage or salary,$53970.00,$30069.00,$65920.00,$26321.00,$35356.00,$47588.00,$64108.00,$86506.00
IWD Region 3/4 (Spencer Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",830,Hourly wage,$25.95,$14.46,$31.69,$12.65,$17.00,$22.88,$30.82,$41.59
IWD Region 06 (Marshalltown Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",300,Annual wage or salary,$67380.00,$36747.00,$82697.00,$33051.00,$43609.00,$57774.00,$84477.00,$126038.00
IWD Region 06 (Marshalltown Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",300,Hourly wage,$32.39,$17.67,$39.76,$15.89,$20.97,$27.78,$40.61,$60.60
IWD Region 05 (Ft Dodge-Webster City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",450,Annual wage or salary,$72799.00,$33385.00,$92507.00,$30399.00,$39173.00,$52051.00,$75110.00,$123656.00
IWD Region 05 (Ft Dodge-Webster City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",450,Hourly wage,$35.00,$16.05,$44.47,$14.62,$18.83,$25.02,$36.11,$59.45
IWD Region 01 (Dubuque-Decorah Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1120,Annual wage or salary,$56969.00,$31275.00,$69816.00,$27351.00,$37299.00,$50756.00,$65215.00,$96934.00
IWD Region 01 (Dubuque-Decorah Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1120,Hourly wage,$27.39,$15.04,$33.57,$13.15,$17.93,$24.40,$31.35,$46.60
IWD Region 02 (Mason City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",510,Annual wage or salary,$58033.00,$36604.00,$68747.00,$32960.00,$41153.00,$50016.00,$66726.00,$94483.00
IWD Region 02 (Mason City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",510,Hourly wage,$27.90,$17.60,$33.05,$15.85,$19.79,$24.05,$32.08,$45.42
IWD Region 15 (Ottumwa Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",360,Annual wage or salary,$59042.00,$31164.00,$72981.00,$28119.00,$36550.00,$50131.00,$76690.00,$106530.00
IWD Region 15 (Ottumwa Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",360,Hourly wage,$28.39,$14.98,$35.09,$13.52,$17.57,$24.10,$36.87,$51.22
IWD Region 16 (Burlington-Ft Madison Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",480,Annual wage or salary,$51867.00,$29782.00,$62910.00,$27322.00,$33679.00,$45614.00,$64140.00,$91306.00
IWD Region 16 (Burlington-Ft Madison Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",480,Hourly wage,$24.94,$14.32,$30.25,$13.14,$16.19,$21.93,$30.84,$43.90
IWD Region 12 (Sioux City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",660,Annual wage or salary,$63435.00,$35541.00,$77382.00,$32352.00,$40424.00,$51537.00,$77696.00,$107786.00
IWD Region 12 (Sioux City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",660,Hourly wage,$30.50,$17.09,$37.20,$15.55,$19.43,$24.78,$37.35,$51.82
IWD Region 13 (Council Bluffs Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",490,Annual wage or salary,$61512.00,$30245.00,$77146.00,$23918.00,$37022.00,$58215.00,$78112.00,$108924.00
IWD Region 13 (Council Bluffs Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",490,Hourly wage,$29.57,$14.54,$37.09,$11.50,$17.80,$27.99,$37.55,$52.37
IWD Region 14 (Creston Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",240,Annual wage or salary,$67181.00,$34520.00,$83512.00,$26282.00,$44723.00,$59219.00,$77821.00,$104132.00
IWD Region 14 (Creston Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",240,Hourly wage,$32.30,$16.60,$40.15,$12.64,$21.50,$28.47,$37.41,$50.06
IWD Region 10 (Cedar Rapids-Iowa City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2200,Annual wage or salary,$64593.00,$35906.00,$78937.00,$30207.00,$43783.00,$58973.00,$77639.00,$104863.00
IWD Region 10 (Cedar Rapids-Iowa City Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2200,Hourly wage,$31.05,$17.26,$37.95,$14.52,$21.05,$28.35,$37.33,$50.42
IWD Region 11 (Des Moines Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",5310,Annual wage or salary,$70713.00,$37214.00,$87463.00,$32891.00,$44230.00,$58656.00,$82169.00,$127345.00
IWD Region 11 (Des Moines Area),41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",5310,Hourly wage,$34.00,$17.89,$42.05,$15.81,$21.26,$28.20,$39.50,$61.22
"Cedar Rapids, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,80,Annual wage or salary,$19929.00,$17317.00,$21235.00,$16409.00,$17615.00,$19624.00,$22699.00,$24618.00
"Cedar Rapids, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,80,Hourly wage,$9.58,$8.33,$10.21,$7.89,$8.47,$9.43,$10.91,$11.84
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",41-9011,Demonstrators and Product Promoters,100,Annual wage or salary,$23825.00,$19967.00,$25755.00,$18981.00,$20358.00,$22575.00,$25461.00,$30694.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",41-9011,Demonstrators and Product Promoters,100,Hourly wage,$11.45,$9.60,$12.38,$9.13,$9.79,$10.85,$12.24,$14.76
Iowa,41-9011,Demonstrators and Product Promoters,1120,Annual wage or salary,$23491.00,$17609.00,$26432.00,$16960.00,$19002.00,$21939.00,$24903.00,$32448.00
Iowa,41-9011,Demonstrators and Product Promoters,1120,Hourly wage,$11.29,$8.47,$12.71,$8.15,$9.14,$10.55,$11.97,$15.60
Southwest Iowa,41-9011,Demonstrators and Product Promoters,,Annual wage or salary,$26653.00,$21117.00,$29422.00,$19951.00,$21301.00,$23550.00,$29520.00,$42844.00
Iowa,41-9041,Telemarketers,2740,Annual wage or salary,$24334.00,$18565.00,$27219.00,$17386.00,$19862.00,$23386.00,$27616.00,$32980.00
Southwest Iowa,41-9011,Demonstrators and Product Promoters,,Hourly wage,$12.81,$10.15,$14.15,$9.59,$10.24,$11.32,$14.19,$20.60
Southeast Iowa,41-9011,Demonstrators and Product Promoters,100,Annual wage or salary,$22215.00,$17857.00,$24394.00,$17129.00,$19192.00,$22025.00,$25103.00,$28798.00
Southeast Iowa,41-9011,Demonstrators and Product Promoters,100,Hourly wage,$10.68,$8.59,$11.73,$8.24,$9.23,$10.59,$12.07,$13.85
Northwest Iowa,41-9011,Demonstrators and Product Promoters,,Annual wage or salary,$23523.00,$21217.00,$24676.00,$19956.00,$21305.00,$23032.00,$24781.00,$26321.00
Northwest Iowa,41-9011,Demonstrators and Product Promoters,,Hourly wage,$11.31,$10.20,$11.86,$9.59,$10.24,$11.07,$11.91,$12.65
Northeast Iowa,41-9011,Demonstrators and Product Promoters,30,Annual wage or salary,$21189.00,$18080.00,$22744.00,$17324.00,$19241.00,$21160.00,$23556.00,$25542.00
Northeast Iowa,41-9011,Demonstrators and Product Promoters,30,Hourly wage,$10.19,$8.69,$10.93,$8.33,$9.25,$10.17,$11.32,$12.28
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,30,Annual wage or salary,$26443.00,$19558.00,$29885.00,$18253.00,$20327.00,$23032.00,$28024.00,$31671.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,30,Hourly wage,$12.71,$9.40,$14.37,$8.78,$9.77,$11.07,$13.47,$15.23
"Des Moines, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,640,Annual wage or salary,$23936.00,$17285.00,$27261.00,$16785.00,$18680.00,$21903.00,$25095.00,$36546.00
"Des Moines, IA Metropolitan Statistical Area",41-9011,Demonstrators and Product Promoters,640,Hourly wage,$11.51,$8.31,$13.11,$8.07,$8.98,$10.53,$12.06,$17.57
IWD Region 07 (Waterloo Area),41-9011,Demonstrators and Product Promoters,30,Annual wage or salary,$26443.00,$19558.00,$29885.00,$18253.00,$20327.00,$23032.00,$28024.00,$31671.00
IWD Region 07 (Waterloo Area),41-9011,Demonstrators and Product Promoters,30,Hourly wage,$12.71,$9.40,$14.37,$8.78,$9.77,$11.07,$13.47,$15.23
IWD Region 09 (Davenport Area),41-9011,Demonstrators and Product Promoters,140,Annual wage or salary,$23797.00,$20101.00,$25644.00,$19193.00,$20506.00,$22816.00,$26068.00,$30126.00
IWD Region 09 (Davenport Area),41-9011,Demonstrators and Product Promoters,140,Hourly wage,$11.44,$9.66,$12.33,$9.23,$9.86,$10.97,$12.53,$14.48
IWD Region 01 (Dubuque-Decorah Area),41-9011,Demonstrators and Product Promoters,40,Annual wage or salary,$26197.00,$21467.00,$28562.00,$20166.00,$21421.00,$23327.00,$25780.00,$41413.00
IWD Region 01 (Dubuque-Decorah Area),41-9011,Demonstrators and Product Promoters,40,Hourly wage,$12.59,$10.32,$13.73,$9.70,$10.30,$11.22,$12.39,$19.91
IWD Region 02 (Mason City Area),41-9011,Demonstrators and Product Promoters,30,Annual wage or salary,$21580.00,$17712.00,$23513.00,$17196.00,$18922.00,$21800.00,$24544.00,$26029.00
IWD Region 02 (Mason City Area),41-9011,Demonstrators and Product Promoters,30,Hourly wage,$10.37,$8.52,$11.30,$8.27,$9.10,$10.48,$11.80,$12.51
IWD Region 13 (Council Bluffs Area),41-9011,Demonstrators and Product Promoters,,Annual wage or salary,$25292.00,$19726.00,$28074.00,$18202.00,$20423.00,$22731.00,$26343.00,$41794.00
IWD Region 13 (Council Bluffs Area),41-9011,Demonstrators and Product Promoters,,Hourly wage,$12.16,$9.48,$13.50,$8.75,$9.82,$10.93,$12.66,$20.09
IWD Region 10 (Cedar Rapids-Iowa City Area),41-9011,Demonstrators and Product Promoters,100,Annual wage or salary,$20368.00,$17324.00,$21890.00,$16491.00,$17818.00,$20089.00,$23099.00,$24930.00
IWD Region 10 (Cedar Rapids-Iowa City Area),41-9011,Demonstrators and Product Promoters,100,Hourly wage,$9.79,$8.33,$10.52,$7.93,$8.57,$9.66,$11.11,$11.99
IWD Region 11 (Des Moines Area),41-9011,Demonstrators and Product Promoters,640,Annual wage or salary,$23866.00,$17269.00,$27164.00,$16742.00,$18564.00,$21795.00,$25096.00,$36507.00
IWD Region 11 (Des Moines Area),41-9011,Demonstrators and Product Promoters,640,Hourly wage,$11.47,$8.30,$13.06,$8.05,$8.92,$10.48,$12.07,$17.55
Iowa,41-9021,Real Estate Brokers,90,Annual wage or salary,$48509.00,$21378.00,$62075.00,$17982.00,$25918.00,$39446.00,$64479.00,$90475.00
Iowa,41-9021,Real Estate Brokers,90,Hourly wage,$23.32,$10.28,$29.84,$8.65,$12.46,$18.96,$31.00,$43.50
Southeast Iowa,41-9021,Real Estate Brokers,,Annual wage or salary,$37592.00,$26608.00,$43084.00,$22290.00,$32047.00,$35948.00,$39849.00,$59098.00
Southeast Iowa,41-9021,Real Estate Brokers,,Hourly wage,$18.07,$12.79,$20.71,$10.72,$15.41,$17.28,$19.16,$28.41
"Cedar Rapids, IA Metropolitan Statistical Area",41-9022,Real Estate Sales Agents,170,Annual wage or salary,$47430.00,$25077.00,$58606.00,$18366.00,$30527.00,$42621.00,$67476.00,$78960.00
"Cedar Rapids, IA Metropolitan Statistical Area",41-9022,Real Estate Sales Agents,170,Hourly wage,$22.80,$12.06,$28.18,$8.83,$14.68,$20.49,$32.44,$37.96
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",41-9022,Real Estate Sales Agents,90,Annual wage or salary,$42950.00,$24611.00,$52120.00,$22673.00,$26684.00,$42604.00,$55689.00,$68196.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",41-9022,Real Estate Sales Agents,90,Hourly wage,$20.65,$11.83,$25.06,$10.90,$12.83,$20.48,$26.77,$32.79
